,species,lat,long
410,Petersianthus macrocarpus (P.Beauv.) Liben,-1.81131,10.99235
411,Petersianthus macrocarpus (P.Beauv.) Liben,-1.8094,10.99664
412,Petersianthus macrocarpus (P.Beauv.) Liben,-1.59907,10.80272
413,Petersianthus macrocarpus (P.Beauv.) Liben,-1.59608,10.80955
414,Petersianthus macrocarpus (P.Beauv.) Liben,-1.58758,10.82868
416,Petersianthus macrocarpus (P.Beauv.) Liben,5.641969,-8.146008
417,Petersianthus macrocarpus (P.Beauv.) Liben,5.388333,-8.28
418,Petersianthus macrocarpus (P.Beauv.) Liben,-1.34358,12.72451
419,Petersianthus macrocarpus (P.Beauv.) Liben,0.5044,12.80295
420,Petersianthus macrocarpus (P.Beauv.) Liben,0.511613,12.794888
421,Petersianthus macrocarpus (P.Beauv.) Liben,0.290555,25.288888
422,Petersianthus macrocarpus (P.Beauv.) Liben,7.667833,-8.324333
426,Petersianthus macrocarpus (P.Beauv.) Liben,-1.040833,11.155277
427,Petersianthus macrocarpus (P.Beauv.) Liben,-1.04083,11.15527
428,Petersianthus macrocarpus (P.Beauv.) Liben,-0.680333,14.112333
430,Petersianthus macrocarpus (P.Beauv.) Liben,4.689717,13.64045
434,Petersianthus macrocarpus (P.Beauv.) Liben,-1.04972,11.18305
435,Petersianthus macrocarpus (P.Beauv.) Liben,2.195,16.08444
436,Petersianthus macrocarpus (P.Beauv.) Liben,2.116944,16.528889
437,Petersianthus macrocarpus (P.Beauv.) Liben,2.1169,16.52898
438,Petersianthus macrocarpus (P.Beauv.) Liben,7.6977,-8.4185
439,Petersianthus macrocarpus (P.Beauv.) Liben,7.697667,-8.4185
442,Petersianthus macrocarpus (P.Beauv.) Liben,0.416111,12.047772
443,Petersianthus macrocarpus (P.Beauv.) Liben,0.418611,12.084167
444,Petersianthus macrocarpus (P.Beauv.) Liben,0.408333,12.131111
445,Petersianthus macrocarpus (P.Beauv.) Liben,0.39,12.099444
446,Petersianthus macrocarpus (P.Beauv.) Liben,-1.10361,11.31472
448,Petersianthus macrocarpus (P.Beauv.) Liben,-1.14655,11.16285
449,Petersianthus macrocarpus (P.Beauv.) Liben,-1.1322,11.149467
450,Petersianthus macrocarpus (P.Beauv.) Liben,-1.159444,11.045833
453,Petersianthus macrocarpus (P.Beauv.) Liben,5.65,-8.15
455,Petersianthus macrocarpus (P.Beauv.) Liben,5.585333,-8.177333
460,Petersianthus macrocarpus (P.Beauv.) Liben,8.032,-9.736
461,Petersianthus macrocarpus (P.Beauv.) Liben,8.05,-9.7
462,Petersianthus macrocarpus (P.Beauv.) Liben,5.309657,-4.012656
463,Petersianthus macrocarpus (P.Beauv.) Liben,-0.166667,12.333333
468,Petersianthus macrocarpus (P.Beauv.) Liben,-1.30528,13.7175
470,Petersianthus macrocarpus (P.Beauv.) Liben,1.294,23.431
471,Petersianthus macrocarpus (P.Beauv.) Liben,5.533,-2.617
472,Petersianthus macrocarpus (P.Beauv.) Liben,5.2,-2.4
475,Petersianthus macrocarpus (P.Beauv.) Liben,6.617,-2.85
479,Combretodendron macrocarpum (P.Beauv.) Keay,6.174,-7.788
480,Combretodendron macrocarpum (P.Beauv.) Keay,4.9,-7.316
481,Combretodendron africanum (Welw. ex Benth. & Hook.f.) Exell,8.533,-8.9
482,Petersianthus macrocarpus (P.Beauv.) Liben,6.524778,-2.944319
483,Petersianthus macrocarpus (P.Beauv.) Liben,0.955,13.818333
