"","species","lat","long"
"339","Ricinodendron heudelotii (Baill.) Heckel",7.86305,2.468433
"340","Ricinodendron heudelotii (Baill.) Heckel",8.8333,1.65
"341","Ricinodendron heudelotii (Baill.) Heckel",6.9666,2.6833
"342","Ricinodendron heudelotii (Baill.) Heckel",6.903,2.5677
"343","Ricinodendron heudelotii (Baill.) Heckel",6.902995,2.567711
"347","Ricinodendron heudelotii (Baill.) Heckel",5.34885,-3.98601
"348","Ricinodendron heudelotii subsp. africanum (Müll.Arg.) J.Léonard",-2.182222,18.288333
"350","Ricinodendron heudelotii (Baill.) Heckel",5.8544,-0.178
"351","Ricinodendron heudelotii (Baill.) Heckel",0.417778,9.34
"352","Ricinodendron heudelotii (Baill.) Heckel",6.89754,2.49082
"353","Ricinodendron heudelotii (Baill.) Heckel",6.89789,2.49157
"354","Ricinodendron heudelotii (Baill.) Heckel",6.89811,2.48943
"355","Ricinodendron heudelotii (Baill.) Heckel",6.89826,2.49031
"356","Ricinodendron heudelotii (Baill.) Heckel",6.89867,2.49112
"357","Ricinodendron heudelotii (Baill.) Heckel",-1.4561,13.2243
"358","Ricinodendron heudelotii (Baill.) Heckel",6.89898,2.49187
"359","Ricinodendron heudelotii (Baill.) Heckel",6.89942,2.49061
"360","Ricinodendron heudelotii (Baill.) Heckel",6.9645,2.676017
"361","Ricinodendron heudelotii (Baill.) Heckel",6.962633,2.67185
"362","Ricinodendron heudelotii (Baill.) Heckel",6.962283,2.671067
"363","Ricinodendron heudelotii (Baill.) Heckel",6.9653,2.67375
"364","Ricinodendron heudelotii (Baill.) Heckel",6.9649,2.672917
"365","Ricinodendron heudelotii (Baill.) Heckel",6.964517,2.672183
"366","Ricinodendron heudelotii (Baill.) Heckel",6.96415,2.67135
"367","Ricinodendron heudelotii (Baill.) Heckel",6.9638,2.670583
"368","Ricinodendron heudelotii (Baill.) Heckel",6.963433,2.669683
"369","Ricinodendron heudelotii (Baill.) Heckel",6.96275,2.668033
"370","Ricinodendron heudelotii (Baill.) Heckel",6.966017,2.67125
"371","Ricinodendron heudelotii (Baill.) Heckel",6.965633,2.670417
"372","Ricinodendron heudelotii (Baill.) Heckel",6.965267,2.669633
"373","Ricinodendron heudelotii (Baill.) Heckel",6.964567,2.668
"374","Ricinodendron heudelotii (Baill.) Heckel",6.964217,2.667167
"375","Ricinodendron heudelotii (Baill.) Heckel",6.963883,2.666317
